City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
592,san vicente,-26.6167,-54.1333,64.8,53,57,0.92,broken clouds,AR,2021-12-11 05:03:23
593,ambilobe,-13.2,49.05,84.76,45,60,6.6,broken clouds,MG,2021-12-11 05:04:23
594,beyneu,45.3167,55.2,36.81,96,100,16.89,overcast clouds,KZ,2021-12-11 05:04:24
595,umm lajj,25.0213,37.2685,76.05,33,94,4.14,overcast clouds,SA,2021-12-11 05:02:25
596,lakselv,70.0513,24.9718,15.75,79,75,18.41,broken clouds,NO,2021-12-11 05:04:24
597,tongren,27.7172,109.1853,50.47,91,100,4.45,overcast clouds,CN,2021-12-11 05:04:25
598,umm kaddadah,13.6017,26.6876,63.61,35,3,13.35,clear sky,SD,2021-12-11 05:04:25
599,voyvozh,62.892,54.9635,7.38,94,35,7.43,scattered clouds,RU,2021-12-11 05:04:25
600,baiyin,36.5583,104.2081,28.83,59,100,7.94,overcast clouds,CN,2021-12-11 05:04:26
601,kodinsk,58.6881,99.1844,2.03,91,96,4.99,overcast clouds,RU,2021-12-11 05:04:26
602,najran,17.4924,44.1277,55.69,39,2,2.08,clear sky,SA,2021-12-11 05:04:26
603,san policarpo,12.1791,125.5072,81.34,87,93,13.65,overcast clouds,PH,2021-12-11 05:04:27
604,borba,-4.3878,-59.5939,73.99,97,98,1.07,overcast clouds,BR,2021-12-11 05:04:27
605,botou,38.0667,116.5667,50.18,57,85,3.96,overcast clouds,CN,2021-12-11 05:04:27
606,quelimane,-17.8786,36.8883,84.61,64,56,8.37,broken clouds,MZ,2021-12-11 05:04:28
607,oxbow,49.2333,-102.1676,6.64,87,7,8.68,clear sky,CA,2021-12-11 05:04:28
608,praya,14.9215,-23.5087,70.34,83,20,17.27,few clouds,CV,2021-12-11 05:04:29
609,jatiroto,-7.8833,111.1167,86.56,61,76,8.08,broken clouds,ID,2021-12-11 05:04:29
610,kaniama,-7.5667,24.1833,68.02,95,100,2.48,overcast clouds,CD,2021-12-11 05:02:14
611,peniche,39.3558,-9.3811,57.61,88,25,16.24,scattered clouds,PT,2021-12-11 05:04:30
612,wanaka,-44.7,169.15,59.11,71,100,7.0,overcast clouds,NZ,2021-12-11 05:04:30
613,grants pass,42.439,-123.3284,41.9,90,1,0.0,mist,US,2021-12-11 05:04:04
614,ust-kuyga,70.0167,135.6,-17.27,98,100,4.81,overcast clouds,RU,2021-12-11 05:04:31
615,santol,15.1622,120.5675,85.95,53,75,6.53,broken clouds,PH,2021-12-11 05:04:31
616,vrangel,42.7297,133.0839,40.26,58,22,7.07,few clouds,RU,2021-12-11 05:04:31
617,saint anthony,45.0205,-93.218,29.35,93,90,5.99,snow,US,2021-12-11 05:04:32
618,ocampo,21.65,-101.5,50.74,26,73,5.19,broken clouds,MX,2021-12-11 05:04:32
619,noumea,-22.2763,166.4572,91.38,99,83,0.83,broken clouds,NC,2021-12-11 05:01:12
620,kieta,-6.2167,155.6333,83.25,75,100,6.46,overcast clouds,PG,2021-12-11 05:04:32
621,vitre,48.1178,-1.2058,38.28,89,48,5.08,scattered clouds,FR,2021-12-11 05:04:33
622,choya,52.0108,86.5467,16.97,73,20,3.15,few clouds,RU,2021-12-11 05:04:33
623,rognan,67.0953,15.3878,29.88,77,100,7.7,overcast clouds,NO,2021-12-11 05:04:33
624,araria,26.15,87.5167,74.44,34,0,8.19,clear sky,IN,2021-12-11 05:04:34
625,marawi,7.9986,124.2928,75.65,79,93,6.24,light rain,PH,2021-12-11 05:04:34
626,zalantun,48.0,122.7167,20.62,51,100,15.17,overcast clouds,CN,2021-12-11 05:04:35
627,skibotn,69.3913,20.2679,30.29,87,40,8.01,scattered clouds,NO,2021-12-11 05:04:35
628,ostersund,63.1792,14.6357,31.6,100,90,8.05,light snow,SE,2021-12-11 05:01:12
629,virginia beach,36.8529,-75.978,58.01,93,97,7.9,overcast clouds,US,2021-12-11 05:00:48
630,cockburn town,21.4612,-71.1419,80.17,73,2,20.6,clear sky,TC,2021-12-11 05:04:36
631,deputatskiy,69.3,139.9,-15.81,99,100,0.54,overcast clouds,RU,2021-12-11 05:04:36
632,horta,38.5333,-28.6333,62.67,84,3,14.5,clear sky,PT,2021-12-11 05:04:36
633,port huron,42.9709,-82.4249,46.15,93,90,15.01,mist,US,2021-12-11 05:00:46
634,vestmanna,62.1564,-7.1664,41.92,93,75,14.97,broken clouds,FO,2021-12-11 05:04:37
635,zaysan,47.4667,84.8667,5.18,87,16,2.51,few clouds,KZ,2021-12-11 05:04:37
636,aquidauana,-20.4711,-55.7872,74.5,53,51,1.83,broken clouds,BR,2021-12-11 05:04:37
637,shaunavon,49.6501,-108.4181,17.74,75,62,13.67,broken clouds,CA,2021-12-11 05:04:38
638,funadhoo,6.15,73.2667,83.01,75,3,13.33,clear sky,MV,2021-12-11 05:04:38
639,viedma,-40.8135,-62.9967,68.05,76,2,13.85,clear sky,AR,2021-12-11 05:04:38
640,tazovskiy,67.4667,78.7,-1.16,95,100,16.51,light snow,RU,2021-12-11 05:05:39
641,tuam,53.5167,-8.85,50.58,92,100,13.18,overcast clouds,IE,2021-12-11 05:05:39
642,campbell river,50.0163,-125.2446,43.45,95,100,7.0,overcast clouds,CA,2021-12-11 05:05:37
643,karoi,-16.8099,29.6925,73.18,41,3,10.83,clear sky,ZW,2021-12-11 05:05:40
644,romny,50.751,33.4747,38.35,87,100,18.25,overcast clouds,UA,2021-12-11 05:05:40
645,goundam,16.4145,-3.6708,67.15,9,97,7.9,overcast clouds,ML,2021-12-11 05:05:41
