City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Kasane,BW,2021-12-08 20:18:08,-17.8167,25.15,74.66,52,100,3.89
293,San Cristobal,VE,2021-12-08 20:18:08,7.7669,-72.225,77.18,45,98,2.73
294,Catuday,PH,2021-12-08 20:18:09,16.2923,119.8062,74.98,70,100,10.22
295,Boende,CD,2021-12-08 20:18:09,-0.2167,20.8667,73.58,89,94,1.32
296,Los Llanos De Aridane,ES,2021-12-08 20:18:09,28.6585,-17.9182,64.15,78,75,13.0
297,Maceio,BR,2021-12-08 20:16:02,-9.6658,-35.7353,85.44,70,20,17.27
298,Gusinoye Ozero,RU,2021-12-08 20:18:10,51.1144,106.2614,15.75,87,100,4.79
299,Ambilobe,MG,2021-12-08 20:18:10,-13.2,49.05,73.98,81,22,3.98
300,Taonan,CN,2021-12-08 20:18:11,45.3333,122.7833,22.96,88,99,7.27
301,Cherskiy,RU,2021-12-08 20:18:11,68.75,161.3,-43.56,99,100,3.69
302,Visby,SE,2021-12-08 20:18:11,57.6409,18.296,31.77,86,0,19.57
303,Yuci,CN,2021-12-08 20:18:12,37.6803,112.7319,28.15,93,91,2.24
304,Camacha,PT,2021-12-08 20:18:12,33.0833,-16.3333,60.53,72,75,10.36
305,Mufulira,ZM,2021-12-08 20:18:12,-12.5498,28.2407,74.26,36,71,6.17
306,Hasaki,JP,2021-12-08 20:18:13,35.7333,140.8333,46.8,75,100,32.53
307,Waingapu,ID,2021-12-08 20:18:13,-9.6567,120.2641,78.93,83,67,5.12
308,Constitucion,CL,2021-12-08 20:18:13,-35.3333,-72.4167,65.8,70,28,12.3
309,Kamwenge,UG,2021-12-08 20:18:14,0.1866,30.4539,62.1,95,50,0.51
310,Kollam,IN,2021-12-08 20:18:14,8.8833,76.6,80.47,85,8,4.29
311,Svarstad,NO,2021-12-08 20:18:14,59.399,9.9698,30.81,45,100,3.0
312,Port Blair,IN,2021-12-08 20:18:15,11.6667,92.75,79.12,74,62,13.58
313,Tiksi,RU,2021-12-08 20:18:15,71.6872,128.8694,-19.75,96,100,6.73
314,Henties Bay,NA,2021-12-08 20:18:16,-22.116,14.2845,58.86,91,0,5.97
315,Hadejia,NG,2021-12-08 20:18:16,12.4498,10.0444,71.76,14,59,9.22
316,Aklavik,CA,2021-12-08 20:18:16,68.2191,-135.0107,16.52,79,90,10.36
317,Comodoro Rivadavia,AR,2021-12-08 20:15:33,-45.8667,-67.5,58.86,44,0,20.71
318,Arona,ES,2021-12-08 20:18:17,28.0996,-16.681,64.13,67,20,17.27
319,Badnawar,IN,2021-12-08 20:18:17,23.0167,75.2167,65.07,53,1,7.14
320,Price,US,2021-12-08 20:16:39,39.5994,-110.8107,39.11,75,90,4.61
321,Pevek,RU,2021-12-08 20:18:18,69.7008,170.3133,-18.47,96,100,2.33
322,Saint Anthony,US,2021-12-08 20:18:18,45.0205,-93.218,21.25,75,1,3.0
323,Asfi,MA,2021-12-08 20:18:19,32.2994,-9.2372,61.36,85,19,20.29
324,Ponta Delgada,PT,2021-12-08 20:19:19,37.7333,-25.6667,61.5,77,75,3.44
325,Calvinia,ZA,2021-12-08 20:19:19,-31.4707,19.776,76.08,33,15,5.14
326,Key West,US,2021-12-08 20:17:28,24.5557,-81.7826,84.2,74,1,6.91
327,Bilma,NE,2021-12-08 20:19:20,18.6853,12.9164,64.58,13,34,6.96
328,Karaton,ID,2021-12-08 20:19:20,-6.3424,106.1045,77.95,94,48,2.3
329,Sitka,US,2021-12-08 20:19:21,57.0531,-135.33,39.09,81,90,10.36
330,Sala Consilina,IT,2021-12-08 20:19:21,40.3912,15.5989,43.45,92,85,8.48
331,Jasper,US,2021-12-08 20:19:22,37.2001,-94.3502,56.35,35,1,1.99
332,Carauari,BR,2021-12-08 20:19:22,-4.8828,-66.8958,82.89,87,76,2.86
333,Snezhnogorsk,RU,2021-12-08 20:19:22,69.1933,33.2531,-25.82,99,37,5.79
334,Bandarbeyla,SO,2021-12-08 20:19:23,9.4942,50.8122,76.68,70,27,20.83
335,Bafia,CM,2021-12-08 20:19:23,4.75,11.2333,73.04,61,13,2.62
336,Nouakchott,MR,2021-12-08 20:19:24,18.0858,-15.9785,78.73,26,55,10.89
337,Nemuro,JP,2021-12-08 20:19:24,43.3236,145.575,38.66,63,100,8.39
338,Boddam,GB,2021-12-08 20:19:24,57.4667,-1.7833,42.1,79,100,12.57
339,Thinadhoo,MV,2021-12-08 20:19:25,0.5333,72.9333,81.12,75,96,5.17
340,Caravelas,BR,2021-12-08 20:19:25,-17.7125,-39.2481,73.36,96,100,5.26
341,Zhongshu,CN,2021-12-08 20:19:26,24.5167,103.7667,49.06,96,98,3.15
342,Brindisi,IT,2021-12-08 20:19:26,40.5833,17.6667,56.79,73,84,16.35
343,Ouadda,CF,2021-12-08 20:19:27,8.0777,22.4007,78.93,21,32,7.78
344,Carnarvon,AU,2021-12-08 20:19:27,-24.8667,113.6333,71.67,88,90,12.66
345,Tilichiki,RU,2021-12-08 20:19:27,60.4667,166.1,-11.31,99,85,7.29
346,Harper,LR,2021-12-08 20:19:28,4.375,-7.7169,80.38,82,43,9.75
347,Inirida,CO,2021-12-08 20:19:28,3.8653,-67.9239,81.81,88,97,2.84
348,Oranjemund,NA,2021-12-08 20:19:28,-28.55,16.4333,62.01,93,0,4.12
349,Barranca,PE,2021-12-08 20:19:29,-10.75,-77.7667,70.29,76,94,10.38
350,Akdepe,TM,2021-12-08 20:19:29,42.0551,59.3788,32.09,62,4,15.97
351,Port-Gentil,GA,2021-12-08 20:19:30,-0.7193,8.7815,80.78,79,100,6.6
352,Gurlan,UZ,2021-12-08 20:19:30,41.8447,60.3919,32.07,62,4,15.03
353,Gasa,PS,2021-12-08 20:16:42,31.5,34.4667,60.87,67,95,24.61
354,Ballina,AU,2021-12-08 20:19:31,-28.8667,153.5667,64.78,98,9,3.33
355,Lompoc,US,2021-12-08 20:19:31,34.6391,-120.4579,68.68,66,1,0.0
356,Ko Samui,TH,2021-12-08 20:19:32,9.5357,99.9357,79.72,73,80,12.01
357,Ust-Kalmanka,RU,2021-12-08 20:19:32,52.1207,83.305,-3.91,98,97,5.53
358,Nicoya,CR,2021-12-08 20:19:32,10.1483,-85.452,90.95,59,51,8.39
359,Huilong,CN,2021-12-08 20:19:33,31.8111,121.655,56.03,63,100,9.35
360,Beasain,ES,2021-12-08 20:19:33,43.0502,-2.2009,44.89,92,100,9.28
361,Healesville,AU,2021-12-08 20:19:34,-37.65,145.5167,57.22,91,96,1.99
362,Khairpur Nathan Shah,PK,2021-12-08 20:19:34,27.0936,67.7337,62.58,29,0,2.04
363,Plettenberg Bay,ZA,2021-12-08 20:15:59,-34.0527,23.3716,65.26,90,65,8.5
364,Chapais,CA,2021-12-08 20:19:35,49.7834,-74.8492,2.98,94,100,6.64
365,Lata,PT,2021-12-08 20:19:35,40.1629,-8.3327,52.81,82,85,10.4
366,Oga,IT,2021-12-08 20:19:35,46.4631,10.347,25.88,97,100,3.02
367,Fairbanks,US,2021-12-08 20:19:36,64.8378,-147.7164,10.74,89,90,3.44
368,Tadine,NC,2021-12-08 20:20:36,-21.55,167.8833,79.77,80,3,8.43
369,Shirokiy,RU,2021-12-08 20:20:37,49.758,129.523,8.58,96,57,6.93
370,Jaciara,BR,2021-12-08 20:20:37,-15.9653,-54.9683,87.57,56,48,1.54
371,Sibu,MY,2021-12-08 20:20:37,2.3,111.8167,77.31,94,40,0.0
372,Ust-Tsilma,RU,2021-12-08 20:20:38,65.441,52.1498,10.35,95,95,5.37
373,Lingyuan,CN,2021-12-08 20:20:38,41.24,119.4011,32.54,57,100,3.36
374,Nara,JP,2021-12-08 20:20:39,34.6851,135.8049,44.98,76,4,2.26
375,Quatre Cocos,MU,2021-12-08 20:20:39,-20.2078,57.7625,77.09,72,42,10.36
376,Vila Velha,BR,2021-12-08 20:20:30,-20.3297,-40.2925,71.55,95,90,5.99
377,Westport,US,2021-12-08 20:17:41,41.1415,-73.3579,42.39,78,90,1.01
378,Clyde River,CA,2021-12-08 20:20:40,70.4692,-68.5914,7.03,78,35,4.61
379,Aykhal,RU,2021-12-08 20:20:40,66.0,111.5,-24.66,100,91,7.27
380,Taoudenni,ML,2021-12-08 20:20:41,22.6783,-3.9836,65.79,15,99,9.24
381,Uruguaiana,BR,2021-12-08 20:17:24,-29.7547,-57.0883,89.53,35,20,8.05
382,Rawson,AR,2021-12-08 20:20:41,-43.3002,-65.1023,57.27,53,3,18.39
383,George Town,MY,2021-12-08 20:20:42,5.4112,100.3354,79.9,81,20,3.44
384,Paamiut,GL,2021-12-08 20:20:42,61.994,-49.6678,21.42,77,100,8.39
385,Porto Santo,PT,2021-12-08 20:20:42,33.072,-16.3415,63.3,72,75,10.36
386,Usvyaty,RU,2021-12-08 20:20:43,55.7456,30.7533,9.36,91,6,6.29
387,Ust-Kuyga,RU,2021-12-08 20:20:43,70.0167,135.6,-30.87,96,99,7.38
388,Golden,US,2021-12-08 20:18:33,39.7555,-105.2211,58.77,21,75,1.01
389,Chokwe,MZ,2021-12-08 20:20:44,-24.5333,32.9833,74.75,91,99,4.9
390,Saldanha,ZA,2021-12-08 20:20:45,-33.0117,17.9442,71.65,88,40,11.27
391,Celestun,MX,2021-12-08 20:20:45,20.8667,-90.4,84.06,64,30,9.64
392,Kuytun,RU,2021-12-08 20:20:45,54.3419,101.5036,2.07,97,97,3.78
393,Ongandjera,NA,2021-12-08 20:20:46,-17.8833,15.0667,85.53,31,32,10.6
394,Lima,PE,2021-12-08 20:20:24,-12.0432,-77.0282,70.14,68,40,14.97
395,Fortuna,US,2021-12-08 20:20:47,40.5982,-124.1573,56.19,73,90,1.01
396,Bethel,US,2021-12-08 20:17:14,41.3712,-73.414,39.04,69,90,3.44
397,Solnechnyy,RU,2021-12-08 20:20:47,50.7214,136.6319,12.78,91,46,4.38
398,Kirkenaer,NO,2021-12-08 20:20:48,60.4564,12.0582,26.08,95,100,3.62
399,Laguna,US,2021-12-08 20:20:48,38.421,-121.4238,55.26,91,90,1.01
400,Dunda,TZ,2021-12-08 20:20:48,-8.1167,34.25,67.96,63,14,0.27
401,Santa Maria,BR,2021-12-08 20:20:49,-29.6842,-53.8069,81.7,36,0,18.41
402,Homestead,US,2021-12-08 20:20:49,25.4687,-80.4776,86.0,67,20,5.01
403,Kibaya,TZ,2021-12-08 20:20:50,-5.3,36.5667,60.82,90,51,5.01
404,Salalah,OM,2021-12-08 20:15:58,17.0151,54.0924,73.49,40,0,1.14
405,Trofors,NO,2021-12-08 20:20:50,65.5333,13.4063,27.75,95,26,5.35
406,Venado Tuerto,AR,2021-12-08 20:20:51,-33.7456,-61.9688,93.07,16,15,6.93
407,Jacareacanga,BR,2021-12-08 20:20:51,-6.2222,-57.7528,83.41,80,81,2.68
408,Banov,CZ,2021-12-08 20:20:52,48.988,17.7175,34.79,85,100,7.81
409,Bijawar,IN,2021-12-08 20:20:52,24.6333,79.5,57.94,47,0,4.27
410,Taunggyi,MM,2021-12-08 20:20:52,20.7833,97.0333,55.74,94,0,1.32
411,Lautaro,CL,2021-12-08 20:20:53,-38.5167,-72.45,82.38,24,5,14.5
412,Te Horo,NZ,2021-12-08 20:20:53,-40.8084,175.1233,67.8,91,100,3.0
413,Karoi,ZW,2021-12-08 20:19:09,-16.8099,29.6925,72.75,39,62,0.4
414,Chor,PK,2021-12-08 20:21:54,25.5167,69.7667,64.45,27,0,9.13
415,Pandan,PH,2021-12-08 20:21:54,14.0453,124.1694,77.79,81,100,20.38
416,Skjervoy,NO,2021-12-08 20:21:54,70.0311,20.9714,15.8,74,2,15.26
417,Taber,CA,2021-12-08 20:21:55,49.8167,-112.1518,44.6,59,1,24.16
418,Brikama,GM,2021-12-08 20:21:56,13.2714,-16.6494,75.24,64,100,5.75
419,Porto Novo,BJ,2021-12-08 20:21:56,6.4965,2.6036,84.02,77,7,6.69
420,Tromso,NO,2021-12-08 20:21:56,69.6496,18.957,21.22,58,0,13.8
421,Airai,TL,2021-12-08 20:21:57,-8.9266,125.4092,60.64,92,92,1.36
422,Tambo,PE,2021-12-08 20:21:57,-14.8,-73.9167,48.56,56,99,10.69
423,Pangkalanbuun,ID,2021-12-08 20:21:58,-2.6833,111.6167,74.16,98,100,2.3
424,Teofilo Otoni,BR,2021-12-08 20:21:58,-17.8575,-41.5053,74.26,95,80,3.36
425,Honningsvag,NO,2021-12-08 20:21:58,70.9821,25.9704,20.95,68,20,20.71
426,Seydi,TM,2021-12-08 20:21:59,39.4816,62.9137,41.59,62,0,10.47
427,Pocatello,US,2021-12-08 20:21:59,42.8713,-112.4455,44.89,61,75,8.99
428,San Ramon,US,2021-12-08 20:19:28,37.7799,-121.978,56.55,91,90,1.01
429,Te Karaka,NZ,2021-12-08 20:22:00,-38.4654,177.8679,76.44,54,19,2.86
430,Bansang,GM,2021-12-08 20:22:00,13.4333,-14.65,85.75,15,90,4.34
431,Chalons-En-Champagne,FR,2021-12-08 20:22:00,48.9539,4.3672,34.38,96,8,6.08
432,Ginda,IN,2021-12-08 20:22:01,30.6945,78.4932,41.27,24,0,8.14
433,Muncar,ID,2021-12-08 20:22:01,-8.4333,114.3333,75.92,90,69,3.02
434,Saint-Ambroise,CA,2021-12-08 20:22:01,48.5501,-71.3324,7.29,84,100,3.65
435,Nhulunbuy,AU,2021-12-08 20:22:02,-12.2333,136.7667,81.21,83,61,0.0
436,Teguldet,RU,2021-12-08 20:22:02,57.3064,88.1667,0.54,94,100,7.05
437,Goure,NE,2021-12-08 20:22:03,13.9835,10.2704,72.01,14,3,9.37
438,Topolobampo,MX,2021-12-08 20:22:03,25.6,-109.05,82.06,18,90,0.0
439,Byron Bay,AU,2021-12-08 20:22:03,-28.65,153.6167,72.05,89,9,3.18
440,Castro Alves,BR,2021-12-08 20:22:04,-12.7656,-39.4283,77.13,83,93,6.17
441,Bathsheba,BB,2021-12-08 20:22:04,13.2167,-59.5167,83.01,69,40,20.71
442,Caxito,AO,2021-12-08 20:22:04,-8.5785,13.6643,76.26,90,84,3.36
443,Ribeira Brava,PT,2021-12-08 20:22:05,32.65,-17.0667,64.13,73,53,8.48
444,Cadillac,US,2021-12-08 20:22:05,44.2519,-85.4012,26.96,74,90,4.61
445,Yar-Sale,RU,2021-12-08 20:22:05,66.8333,70.8333,17.4,79,100,23.69
446,Gaogou,CN,2021-12-08 20:22:06,34.0175,119.1886,46.27,82,100,5.88
447,Novopokrovka,UA,2021-12-08 20:22:06,49.8425,36.5477,41.38,93,100,9.19
448,Gornopravdinsk,RU,2021-12-08 20:22:06,60.05,69.9,-5.91,98,19,5.08
449,Bilibino,RU,2021-12-08 20:22:07,68.0546,166.4372,-39.23,99,99,0.29
450,Telde,ES,2021-12-08 20:22:07,27.9924,-15.4192,66.04,63,75,21.85
451,Goba,ET,2021-12-08 20:22:07,7.0167,39.9833,50.59,66,100,3.71
452,Bara,NG,2021-12-08 20:22:08,10.3744,10.7288,74.82,17,100,7.83
453,Ambovombe,MG,2021-12-08 20:22:09,-25.1667,46.0833,75.56,78,62,10.13
454,Wawa,NG,2021-12-08 20:22:09,9.9022,4.4192,79.5,26,4,2.1
455,Dong Hoi,VN,2021-12-08 20:22:09,17.4833,106.6,67.15,89,100,6.17
456,Gizo,SB,2021-12-08 20:22:10,-8.103,156.8419,81.81,83,100,13.2
457,Wewak,PG,2021-12-08 20:22:10,-3.5534,143.6268,77.34,90,100,6.82
458,Daru,PG,2021-12-08 20:23:11,-9.0763,143.2092,78.04,88,99,4.63
459,Santa Flavia,IT,2021-12-08 20:23:11,38.085,13.5351,60.53,60,0,14.0
460,Boa Vista,BR,2021-12-08 20:23:11,2.8197,-60.6733,93.18,43,75,6.91
461,Maniitsoq,GL,2021-12-08 20:23:12,65.4167,-52.9,28.92,56,96,9.91
462,Acapulco,MX,2021-12-08 20:23:12,16.8634,-99.8901,87.62,70,1,9.22
463,Nyurba,RU,2021-12-08 20:23:12,63.2842,118.3319,-27.96,99,100,1.68
464,Monrovia,LR,2021-12-08 20:22:19,6.3005,-10.7969,80.37,80,5,9.19
465,Muros,ES,2021-12-08 20:23:13,42.7762,-9.0603,51.24,94,86,18.77
466,Vanimo,PG,2021-12-08 20:23:14,-2.6741,141.3028,77.92,88,100,6.06
467,Marfino,RU,2021-12-08 20:23:14,55.7028,37.3822,18.09,85,75,6.71
468,Gongzhuling,CN,2021-12-08 20:23:14,43.5008,124.8198,36.27,55,100,14.18
469,Bonfim,BR,2021-12-08 20:23:15,3.0833,-59.95,87.48,59,95,5.59
470,Baijiantan,CN,2021-12-08 20:23:15,45.6333,85.1833,35.46,80,100,11.1
471,Nogliki,RU,2021-12-08 20:23:16,51.8333,143.1667,24.78,81,8,15.52
472,Leningradskiy,RU,2021-12-08 20:23:16,69.3833,178.4167,-7.96,94,100,16.87
473,Acarau,BR,2021-12-08 20:23:16,-2.8856,-40.12,84.43,66,14,18.61
474,Beoumi,CI,2021-12-08 20:23:17,7.6736,-5.5764,81.36,43,10,2.8
475,Brae,GB,2021-12-08 20:23:17,60.3964,-1.353,44.51,88,100,32.06
476,Komsomolskiy,UZ,2021-12-08 20:23:18,40.4272,71.7189,36.82,75,0,2.3
477,San Antonio Del Tequendama,CO,2021-12-08 20:23:18,4.6189,-74.3539,74.1,78,100,5.26
478,Oktyabrskiy,RU,2021-12-08 20:23:19,54.4815,53.471,25.05,91,100,11.48
479,Nagar Karnul,IN,2021-12-08 20:23:19,16.4821,78.3247,69.76,83,3,6.31
480,Sucua,EC,2021-12-08 20:23:19,-2.4667,-78.1667,81.34,57,40,4.61
481,Bandar-E Lengeh,IR,2021-12-08 20:23:20,26.5579,54.8807,72.97,43,100,6.64
482,Ruwi,OM,2021-12-08 20:23:20,23.5996,58.5507,69.49,50,80,3.98
483,Cape Canaveral,US,2021-12-08 20:20:39,28.4058,-80.6048,86.07,58,1,11.5
484,Pueblo Nuevo,MX,2021-12-08 20:23:21,23.3833,-105.3833,71.85,21,15,6.2
485,Leeton,AU,2021-12-08 20:23:21,-34.5667,146.4,50.05,71,4,10.36
486,Gimli,CA,2021-12-08 20:23:22,50.6336,-96.9907,7.43,78,100,13.8
487,Nabire,ID,2021-12-08 20:23:22,-3.3667,135.4833,76.71,86,100,3.71
488,Brownsville,US,2021-12-08 20:18:49,25.9018,-97.4975,78.8,82,90,5.01
489,Ajjampur,IN,2021-12-08 20:23:22,13.7281,76.0094,67.37,89,1,4.16
490,Patrocinio,BR,2021-12-08 20:23:23,-18.9439,-46.9925,76.96,67,95,8.1
491,Bintulu,MY,2021-12-08 20:23:23,3.1667,113.0333,75.61,100,40,0.0
492,Havoysund,NO,2021-12-08 20:23:24,70.9963,24.6622,21.43,80,29,20.49
493,Sinnamary,GF,2021-12-08 20:23:24,5.3833,-52.95,79.57,85,100,6.91
494,Marawi,PH,2021-12-08 20:23:24,7.9986,124.2928,65.64,96,99,1.28
495,Okakarara,NA,2021-12-08 20:23:25,-20.5833,17.4333,77.23,34,31,6.91
496,Wattegama,LK,2021-12-08 20:23:25,6.7989,81.4808,73.45,94,71,3.47
497,Khani,GE,2021-12-08 20:23:25,41.9563,42.9566,51.37,51,53,7.34
498,Morro Bay,US,2021-12-08 20:23:26,35.3658,-120.8499,68.34,74,7,3.0
499,Kalashnikovo,RU,2021-12-08 20:23:26,57.2824,35.2262,3.42,98,88,3.85
500,Khartoum,SD,2021-12-08 20:22:47,15.5518,32.5324,81.01,34,0,1.99
501,Hangha,SL,2021-12-08 20:23:27,7.9411,-11.14,76.8,68,1,2.93
502,Canavieiras,BR,2021-12-08 20:23:27,-15.675,-38.9472,77.04,92,84,7.45
503,Matay,EG,2021-12-08 20:23:27,28.419,30.7792,57.31,55,0,7.2
504,Katsuura,JP,2021-12-08 20:24:28,35.1333,140.3,52.2,78,100,26.55
505,Mayya,RU,2021-12-08 20:24:28,61.7333,130.2811,-25.69,98,100,3.56
506,Ulaanbaatar,MN,2021-12-08 20:24:29,47.9077,106.8832,1.53,78,0,2.24
507,Malinovka,BY,2021-12-08 20:24:29,53.8579,27.4374,8.1,85,73,11.74
508,Leo,BF,2021-12-08 20:24:30,11.1,-2.1,79.54,16,0,8.12
509,Mbini,GQ,2021-12-08 20:24:30,1.574,9.6134,80.2,83,99,4.72
510,Havre-Saint-Pierre,CA,2021-12-08 20:24:30,50.2334,-63.5986,12.79,66,1,14.97
511,Evensk,RU,2021-12-08 20:24:31,61.95,159.2333,-23.17,76,96,10.71
512,Bhum,IN,2021-12-08 20:24:31,18.4667,75.6667,72.09,54,100,12.41
513,Korla,CN,2021-12-08 20:24:32,41.7597,86.1469,27.43,54,100,3.62
514,Kushmurun,KZ,2021-12-08 20:24:32,52.4503,64.6311,5.92,84,100,6.89
515,Mahajanga,MG,2021-12-08 20:24:32,-15.7167,46.3167,82.42,57,20,9.22
516,Lanzhou,CN,2021-12-08 20:24:33,36.0564,103.7922,20.48,63,0,1.72
517,Meulaboh,ID,2021-12-08 20:24:33,4.1363,96.1285,77.54,87,98,3.02
518,Bontang,ID,2021-12-08 20:24:34,0.1333,117.5,76.59,89,58,2.51
519,Cabedelo,BR,2021-12-08 20:24:34,-6.9811,-34.8339,83.07,72,9,11.74
520,Victoria,HK,2021-12-08 20:22:07,22.2855,114.1577,67.98,83,36,5.01
521,Sortavala,RU,2021-12-08 20:24:34,61.7053,30.6918,6.42,97,55,5.46
522,Mayo,US,2021-12-08 20:24:35,38.8876,-76.5119,44.71,70,20,1.99
523,Natchitoches,US,2021-12-08 20:24:35,31.7668,-93.1335,65.25,51,1,0.0
524,Burnie,AU,2021-12-08 20:24:35,-41.0667,145.9167,50.67,75,3,4.92
525,Kaduna,NG,2021-12-08 20:24:36,10.5222,7.4383,70.38,18,100,7.25
526,Odweyne,SO,2021-12-08 20:24:36,9.4092,45.064,62.87,33,6,9.84
527,Banjar,ID,2021-12-08 20:24:37,-8.19,114.9675,80.46,88,100,6.02
528,Shubarkuduk,KZ,2021-12-08 20:24:37,49.1447,56.4872,22.87,60,99,17.6
529,Skibbereen,IE,2021-12-08 20:24:37,51.55,-9.2667,39.0,66,60,16.53
530,Natal,BR,2021-12-08 20:21:45,-5.795,-35.2094,84.85,70,40,13.8
531,Mulege,MX,2021-12-08 20:24:38,26.8833,-111.9833,77.5,26,99,2.75
532,Mizdah,LY,2021-12-08 20:24:38,31.4451,12.9801,51.46,24,99,7.45
533,Aasiaat,GL,2021-12-08 20:24:39,68.7098,-52.8699,5.72,86,100,7.14
534,Coihaique,CL,2021-12-08 20:24:39,-45.5752,-72.0662,75.15,35,20,10.36
535,Ixtapa,MX,2021-12-08 20:24:39,20.7,-105.2,81.63,44,1,5.75
536,Iquitos,PE,2021-12-08 20:24:40,-3.7481,-73.2472,91.44,55,20,8.05
537,Shimoda,JP,2021-12-08 20:24:40,34.6667,138.95,48.11,80,43,15.57
538,Haapiti,PF,2021-12-08 20:24:40,-17.5667,-149.8667,82.13,72,31,16.78
539,Pauini,BR,2021-12-08 20:24:41,-7.7136,-66.9764,81.77,87,92,3.15
540,Antofagasta,CL,2021-12-08 20:24:41,-23.65,-70.4,65.48,71,52,11.92
541,Miranda,CO,2021-12-08 20:24:41,3.2499,-76.2281,84.33,66,100,1.48
542,Barcelos,PT,2021-12-08 20:24:42,41.5388,-8.6151,51.94,82,75,11.88
543,Sorland,NO,2021-12-08 20:24:42,67.667,12.6934,30.06,73,85,11.59
544,Kendari,ID,2021-12-08 20:24:42,-3.945,122.4989,75.85,89,100,3.15
545,Hualmay,PE,2021-12-08 20:24:40,-11.0964,-77.6139,71.15,77,82,10.2
546,San Pedro,PH,2021-12-08 20:24:43,14.35,121.0167,78.03,77,75,2.3
547,Cayenne,GF,2021-12-08 20:24:43,4.9333,-52.3333,78.84,85,90,3.0
548,Pisco,PE,2021-12-08 20:24:44,-13.7,-76.2167,73.45,68,0,14.97
549,Selma,US,2021-12-08 20:24:44,36.5708,-119.6121,68.04,81,18,2.98
550,Puerto Penasco,MX,2021-12-08 20:24:45,31.3167,-113.5333,68.92,75,39,5.99
551,Ust-Uda,RU,2021-12-08 20:24:45,54.1742,103.0304,3.63,97,91,3.49
552,Collie,AU,2021-12-08 20:25:45,-33.3667,116.15,72.99,30,0,10.74
553,Ahmadpur,IN,2021-12-08 20:25:46,18.7,76.9333,68.29,62,39,7.2
554,Asau,RO,2021-12-08 20:25:46,46.4333,26.4,31.95,78,100,1.97
555,Sibolga,ID,2021-12-08 20:25:47,1.7427,98.7792,75.18,92,85,3.51
556,Guangyuan,CN,2021-12-08 20:25:47,32.442,105.823,43.56,88,5,2.06
557,Prince Albert,CA,2021-12-08 20:25:47,53.2001,-105.7677,12.15,85,90,13.8
558,Ekhabi,RU,2021-12-08 20:25:48,53.5102,142.9671,11.35,90,91,6.8
559,Key Largo,US,2021-12-08 20:25:48,25.0865,-80.4473,87.98,63,37,3.51
560,Makakilo City,US,2021-12-08 20:22:00,21.3469,-158.0858,82.72,70,1,9.22
561,Xining,CN,2021-12-08 20:22:11,36.6167,101.7667,29.21,37,0,0.94
562,Kenai,US,2021-12-08 20:25:49,60.5544,-151.2583,15.85,87,90,0.0
563,Pavilosta,LV,2021-12-08 20:25:49,56.8879,21.1859,10.35,72,39,15.59
564,Sambava,MG,2021-12-08 20:25:50,-14.2667,50.1667,75.09,81,99,8.16
565,Caxias,PT,2021-12-08 20:25:50,38.7031,-9.2767,56.44,73,40,3.0
566,Inhambane,MZ,2021-12-08 20:23:34,-23.865,35.3833,77.77,77,98,7.49
567,Santa Cruz,BO,2021-12-08 20:25:50,-17.8,-63.1667,92.66,43,20,14.97
568,Outjo,NA,2021-12-08 20:25:51,-20.1167,16.15,75.38,44,91,10.51
569,Dunmore Town,BS,2021-12-08 20:25:51,25.5,-76.65,77.72,79,4,5.17
570,Ahipara,NZ,2021-12-08 20:25:52,-35.1667,173.1667,68.29,75,100,3.62
571,Banepa,NP,2021-12-08 20:25:52,27.6298,85.5214,46.72,93,20,0.0
572,Xam Nua,LA,2021-12-08 20:25:52,20.4197,104.0439,50.05,97,5,1.86
573,Bilecik,TR,2021-12-08 20:25:53,40.0,30.1667,41.68,81,27,3.47
574,Mathbaria,BD,2021-12-08 20:25:53,22.2876,89.9593,68.7,84,100,5.86
575,Bulgan,MN,2021-12-08 20:25:54,48.8125,103.5347,21.22,63,98,1.79
576,Mazagao,BR,2021-12-08 20:25:54,-0.115,-51.2894,82.45,62,100,4.52
577,Mildura,AU,2021-12-08 20:25:54,-34.2,142.15,49.96,62,0,8.05
578,Dharchula,IN,2021-12-08 20:25:55,29.85,80.5333,48.99,30,100,7.87
579,Howard Springs,AU,2021-12-08 20:25:55,-12.497,131.047,80.51,97,68,2.15
